company_name|license_number|licensee_type_cd|licensee_type_cd|expiration_date|address1/city/state/zip|phone_number_type|phone|qualifying_individual|license_type2
KITCHENWORX LLC|LIC-0010724|09|General Contractor|Class|C|10/09/2015|12536 DEXTER ST THORNTON, CO 80241|720-412-8001|Robert Bacon
KITSMILLER CONSTRUCTION, INC|LIC-0008779|09|General Contractor|Class|C|02/15/2016|3435 WCR 21 FT LUPTON, CO 80621|720.291.7918|Steven Kitsmiller
KNIPP CONTRACTING OF COLORADO|LIC-0010659|09|General Contractor|Class|C|07/18/2015|LLC|623-561-0803|Kelly Flaherty
KRUEGER CONSTRUCTION MGMT|LIC-0004190|09|General Contractor|Class|C|04/11/2015|PO BOX 927 LAFAYETTE, CO 80026|303-604-4464|Brian Kreuger
LEAD CONSTRUCTION, INC|LIC-0009308|09|General Contractor|Class|C|02/03/2016|1742 W 36TH AVE DENVER, CO 80211|303-589-6615|John Parnigoni
LEGAULT, INC|LIC-0006707|09|General Contractor|Class|C|09/30/2015|PO BOX 934 LYONS, CO 80540|303-520-0760|Christopher LeGault
LEVEROCK BUILT LLC|LIC-0009721|09|General Contractor|Class|C|01/21/2016|8989 VERMILLION RD LONGMONT, CO 80503|970-556-8740|Mark Leverock
LON L'HEUREUX JR CONSTRUCTION|LIC-0010676|09|General Contractor|Class|C|08/11/2015|LLC|Lon L'Heureux
LOOKOUT THE RENOVATION|LIC-0003673|09|General Contractor|Class|C|07/16/2015|COMPANY|303-443-3017|David Gunders|27|Plumbing|08/16/2008
LOUSBERG CONTRACTING|LIC-0009590|09|General Contractor|Class|C|06/26/2015|7100 BROADWAY STE 1J DENVER, CO 80221|303-895-7968|Pam Lousberg|12|General Contractor|Class|D-2|Roofing|08/27/2015
LP WILLIAMSON INC|LIC-0001546|09|General Contractor|Class|C|10/06/2015|3090 STANFORD AVE BOULDER, CO 80305|303-589-4877|303-589-4877|Leigh Williamson
MARK PERRY CONSTRUCTION LLC|LIC-0009651|09|General Contractor|Class|C|09/13/2015|135 CHEROKEE WAY BOULDER, CO 80303|303-808-6731|Mark Perry
MATTHEWS GENERAL CONSTRUCTION|LIC-0009090|09|General Contractor|Class|C|05/25/2015|3333 IRIS AVE STE 205 BOULDER, CO 80301|720-560-7348|John Matthews
MCCARVER & SON, LLC|LIC-0008497|09|General Contractor|Class|C|06/17/2015|1861 RAVEN AVE B4 ESTES PARK, CO 80517|970-586-1848|Don McCarver
MILE HIGH PROPERTY SERVICES LLC|LIC-0009847|09|General Contractor|Class|C|06/16/2015|5400 W 115TH LOOP WESTMINSTER, CO 80020|720-219-5882|Brian Huelsman
MK CONSTRUCTION LLC|LIC-0010673|09|General Contractor|Class|C|08/08/2015|7452 MOUNT SHERMAN RD LONGMONT, CO 80503|303-803-8225|Michael Kellogg
MOBIUS CONSTRUCTION LLC|LIC-0010713|09|General Contractor|Class|C|10/02/2015|PO BOX 4885 BOULDER, CO 80306|303-775-4493|William Conner
MODAFFERI CONSTRUCTION, INC|LIC-0005033|09|General Contractor|Class|C|02/25/2016|221 SHERMAN ST LONGMONT, CO 80501|303-776-6751|Peter Modafferi
MOLLEVIK CONSTRUCTION|LIC-0007378|09|General Contractor|Class|C|07/23/2015|4993 E 111TH PL THORNTON, CO 80233|303-881-9945|Michael Mollevik
MOONSTONE CONST & DEVELOPMENT|LIC-0002874|09|General Contractor|Class|C|08/07/2015|11240 BILLINGS AVE LAFAYETTE, CO 80026|303-926-2625|Brad Pederson
MORNINGSTAR HOMES|LIC-0007450|09|General Contractor|Class|C|05/28/2015|2975 17TH ST BOULDER, CO 80304|303-886-4683|Kevin Morningstar
MORRISON MADE CONSTRUCTION|LIC-0008974|09|General Contractor|Class|C|10/01/2015|PO BOX 29268 DENVER, CO 80218|303-809-8337|Colin Morrison
MOSS BUILDERS INC|LIC-0003813|09|General Contractor|Class|C|09/12/2015|2710 ARBOR GLEN PL BOULDER, CO 80304|303-589-6826|Ben Moss
MOUNTAIN HOME CONSTRUCTION,|LIC-0009004|09|General Contractor|Class|C|04/15/2015|LLC|303-957-8486|Mark Taylor
MOUNTAIN WEST BUILDING CO|LIC-0010677|09|General Contractor|Class|C|08/11/2015|516 BROSS ST LONGMONT, CO 80501|720-545-6072|Stephen Long
MURPHY HOMES, LLC|LIC-0001518|09|General Contractor|Class|C|09/26/2015|4854 4TH ST BOULDER, CO 80304|303-641-4140|303-440-4498|Tim Murphy
NAPP LANDSCAPE SERVICE INC|LIC-0001153|09|General Contractor|Class|C|03/11/2016|11749 N 75TH ST LONGMONT, CO 80503|303-651-0738|Thaddeus Napp|14|General Contractor|Class|D-4 Land,|Irrig,|Sitework|06/13/2015|20|General Contractor|Class|E Fences|06/13/2015|28|Right-of-Way|09/23/2015
NAVE, GREGORY|LIC-0009124|09|General Contractor|Class|C|05/07/2015|1840 CENTAUR VILLAGE DR LAFAYETTE, CO 80026|303-665-2428|Gregory Naves
NEATHAWK BUILDING COMPANY|LIC-0010614|09|General Contractor|Class|C|05/20/2015|3036 RIDGE RD NEDERLAND, CO 80466|Jacob Neathawk
NEW BEGINNING BUILDERS LLC|LIC-0010400|09|General Contractor|Class|C|10/29/2015|3675 DIXON ST TIMNATH, CO 80547|970-232-9460|James Scott
OLD GREENWICH BUILDERS|LIC-0010846|09|General Contractor|Class|C|03/23/2016|110 COOK ST DENVER, CO 80206|303-333-2234|Christopher Herr
PARADIGM CONSTRUCTION|LIC-0003959|09|General Contractor|Class|C|01/17/2016|1477 KIOWA RD LYONS, CO 80540|303-939-0271|Norman Paxton
PARAMOUNT REMODELING CO, INC|LIC-0002999|09|General Contractor|Class|C|05/08/2015|8105 W 1-25 FRONTAGE RD #5 FREDERICK, CO 80516|303776-5555|Martin Maxwell
PARK RANGE CONSTRUCTION INC|LIC-0008585|09|General Contractor|Class|C|09/16/2015|2755 S RARITAN ST ENGLEWOOD, CO 80110|303-781-8936|Greggory Carnicello
PEAK STRUCTURAL|LIC-0009507|09|General Contractor|Class|C|05/21/2015|719-723 S SIERRA MADRE ST COLORADO SPRINGS,|719-260-7070|Paul Sutton
PEARL CONSTRUCTION LLC|LIC-0010264|09|General Contractor|Class|C|12/01/2015|1939 WALNUT ST BOULDER, CO 80302|303-775-9804|James Johnson
PELLA WINDOWS & DOORS|LIC-0009072|09|General Contractor|Class|C|04/19/2015|4200 CARSON ST DENVER, CO 80239|303-371-3750|Brian McHugh
PEREGRINE BUILDERS, INC|LIC-0010025|09|General Contractor|Class|C|08/30/2015|311 INDIAN PEAKS TRL W LAFAYETTE, CO 80026|303-665-0108|Frank Zuppo
PHACE LLC|LIC-0003442|09|General Contractor|Class|C|07/15/2015|14175 E 42ND AVE DENVER, CO 80239|303-7857558|Robert Mashburn
PHOENIX REMODELING|LIC-0010475|09|General Contractor|Class|C|12/16/2015|3765 MARTIN DR BOULDER, CO 80305|John Joseph
POLARIS CONTRACTORS LLC|LIC-0009431|09|General Contractor|Class|C|05/01/2015|3859 OAKWOOD DR LONGMONT, CO 80503|303-772-1736|Beau Harding
PRANA CONSTRUCTION INC|LIC-0003036|09|General Contractor|Class|C|12/05/2015|4622 KIRKWOOD CT BOULDER, CO 80301|303-499-5019|David Zeff
PRECISION SIDING & CONST CO|LIC-0003355|09|General Contractor|Class|C|01/18/2016|7000 N BROADWAY #3-300 DENVER, CO 80221|303-289-7952|Jeff Woodward
PROJECT 6 LLC|LIC-0010747|09|General Contractor|Class|C|11/10/2015|4750 S SANTA FE CIR UNIT 3 ENGLEWOOD, CO 80110|720-934-5764|Elijah Williams
QUALITY RENOVATIONS & HOME|LIC-0010774|09|General Contractor|Class|C|12/16/2015|SERVICES|970-344-5284|Glenn Heeney
RAIMO CONSTRUCTION, INC|LIC-0006977|09|General Contractor|Class|C|08/31/2015|914 WELD COUNTY RD 7 ERIE, CO 80516|303-661-0848|William Raimo
RAVENNA HOMES|LIC-0007141|09|General Contractor|Class|C|06/16/2015|839 MAPLETON AVE BOULDER, CO 80304|303-918-0641|Paul Turmala
REBATH OF NORTHERN CO LLC|LIC-0002645|09|General Contractor|Class|C|10/03/2015|4009 S VALLEY DR LONGMONT, CO 80504|970-535-9400|Mark Whaley|27|Plumbing|10/03/2015
REENERGIZECO INC|LIC-0010070|09|General Contractor|Class|C|10/04/2015|1791 E 58TH AVE UNIT B DENVER, CO 80216|303-227-1000|Craig Zobec
RELIABLE HOME SERVICES LLC|LIC-0009045|09|General Contractor|Class|C|03/19/2016|2935 COLLEGE AVE #226 BOULDER, 80 80303|303-709-3538|Arthur Breymaier
RENEW CONSTRUCTION, LLC|LIC-0006714|09|General Contractor|Class|C|06/03/2015|3380 25TH ST BOULDER, CO 80304|303-447-0765|Chris Grandinetti
RER PROPERTIES LLC|LIC-0008622|09|General Contractor|Class|C|01/28/2016|DBA RENAISSANCE CONSTRUCTION BOULDER, CO|720-626-5815|Adam Ross
REVIELLE CUSTOM CARPENTRY|LIC-0001366|09|General Contractor|Class|C|03/19/2016|1438 GAY ST LONGMONT, CO 80501|303-772-9675|Brad Revielle
RGM CONSTRUCTION COMPANY INC|LIC-0008761|09|General Contractor|Class|C|07/18/2015|13497 DARBY LN LONGMONT, CO 80504|303-682-9024|Robert McConnell
ROBERT A KETTERHAGEN LLC|LIC-0009175|09|General Contractor|Class|C|08/23/2015|1045 LARAMIE BLVD #F BOULDER, CO 80304|303-378-4049|Robert Ketterhagen
ROCKY MOUNTAIN STEEL PIERING INC|LIC-0008342|09|General Contractor|Class|C|04/10/2015|9961 TITAN PARK CIR LITTLETON, CO 80125|303-471-1155|Gregory Keefer
ROCKY MT REMODELING|LIC-0010840|09|General Contractor|Class|C|03/16/2016|PO BOX 11192 BOULDER, CO 80301|720-938-5246|Paul Johnson
RON PATRYAS / LIVE MODERN LLC|LIC-0007965|09|General Contractor|Class|C|07/25/2015|2011 100 YEAR PARTY CT UNIT 1 LONGMONT, CO|303.621.0015|Ronald Patryas|28|Right-of-Way|07/25/2015
ROOF WORX LLC|LIC-0009771|09|General Contractor|Class|C|03/17/2016|12301 N GRANT ST STE 130 THORNTON, CO 80241|303-353-1825|Edward Thomas
RUSH MANAGEMENT INC|LIC-0009471|09|General Contractor|Class|C|04/19/2015|1500 OVERLOOK DR LAFAYETTE, CO 80026|303-444-2841|Terri Rush|28|Right-of-Way|06/13/2012|32|Certified Arborist|01/07/2015
RUWITCH WOODWORKING LLC|LIC-0002139|09|General Contractor|Class|C|10/29/2015|207 E GENESEO ST LAFAYETTE, CO 80026|303-666-6817|Tom Ruwitch
SQUAREROOT CONSTRUCTION|LIC-0002173|09|General Contractor Class|C|08/23/2015|10910 TURNER BLVD LOT 9 LONGMONT, CO 80504|303-517-8742|Douglas Lambert
SSS LIMITED|LIC-0005083|09|General Contractor Class|C|07/26/2015|617 CLOVER LN BOULDER, CO 80303|303-499-3080|Philip Smith
STEEP ROCK BUILDERS|LIC-0009597|09|General Contractor Class|C|06/25/2015|1519 FLINT PL LONGMONT, CO 80501|303-579-7075|Mark Smerekanicz
Primary Phone|720-746-1661|24|Mechanical Class C 1 & 2|Dwelling|Units|06/14/2015|Responsible:|LIC-0007492|303-638-9248|Kenneth Storm|Jerry Hughes|09|General Contractor Class|C|01/23/2016
STREAMLINE CONSTRUCTION CO|LIC-0009236|09|General Contractor Class|C|01/05/2016|335 LONGSPUR DR BRIGHTON, CO 80601|Joe Nelson
STUDIO 19 BUILDERS LLC|LIC-0010776|09|General Contractor Class|C|12/19/2015|2990 19TH ST BOULDER, CO 80304|303-945-0486|Jordan Grano
STYRKA CONSTRUCTION, INC|LIC-0010844|09|General Contractor Class|C|03/20/2016|3333 S BANNOCK ST ENGLEWOOD, CO 80110|720-214-4064|Ian Duris
SUNNYSIDE SOLAR|LIC-0010046|09|General Contractor Class|C|04/25/2015|507 SUNNYSIDE ST LOUISVILLE, CO 80027|303-881-8129|Gary Price
SUSTAINABLE BY DESIGN|LIC-0009681|09|General Contractor Class|C|11/06/2015|503 E EMMA ST LAFAYETTE, CO 80026|303-926-0586|Brenton Eberhard
TAYLOR HOMES LTD|LIC-0004388|09|General Contractor|Class|C|04/11/2016|PO BOX 100 NIWOT, CO 80544|720-491-3720|George Raffensperger
TAYLOR-MADE CONSTRUCTION CO|LIC-0006841|09|General Contractor|Class|C|09/11/2015|PO BOX 3627 BOULDER, CO 80307|Stephen Taylor
TE SELLE CONSTRUCTION LLC|LIC-0006465|09|General Contractor|Class|C|02/23/2016|PO BOX 914 BOULDER, CO 80306-0914|William Teselle
TED HOFFMAN CONSTRUCTION LLC|LIC-0010783|09|General Contractor|Class|C|12/30/2015|219 N MELDRUM ST FORT COLLINS, CO 80521|970-219-9919|Edward Hoffman III
TENT MAKING DEVELOPMENT|LIC-0010698|09|General Contractor|Class|C|09/16/2015|7332 S IVANHOE ST CENTENNIAL, CO 80112|303-803-4827|Cole Ambler
THERMAL CRAFT INSULATION|LIC-0009754|09|General Contractor|Class|C|02/09/2016|5186 N 109TH ST LONGMONT, CO 80504|303-828-4556|Joshua Dean|31|General Contractor|Class|G|Energy|Inspector|02/09/2016
THOM KRUEGER SERVICES|LIC-0002299|09|General Contractor|Class|C|05/23/2015|655 PLEASANT ST BOULDER, CO 80302-6923|303-440-0952|Thom Krueger
TIMBERLINE BUILDERS|LIC-0003541|09|General Contractor|Class|C|06/16/2015|PO BOX 17252 BOULDER, CO 80308-7252|303-249-5622|303-604-1216|Steve Preitauer
TIMBERLINE CONSTRUCTION|LIC-0007912|09|General Contractor|Class|C|05/30/2015|SERVICES|303.776.2361|Robert Richards
TOKEN LOON LTD|LIC-0010631|09|General Contractor|Class|C|06/09/2015|1228 JEFFERSON AVE LOUISVILLE, CO 80027|303-810-8854|Craig Malley
TOPNOTCH CONSTRUCTION|LIC-0006944|09|General Contractor|Class|C|05/16/2015|PO BOX 289 LYONS, CO 80540|303-324-2887|Ray McLees
TRADE MARK BUILDERS, INC|LIC-0010637|09|General Contractor|Class|C|06/16/2015|541 MAXWELL AVE BOULDER, CO 80304|303-902-7822|Theo Merrin
TRIMAC WEST LLC|LIC-0009337|09|General Contractor|Class|C|12/01/2015|9505 YELLOWSTONE RD LONGMONT, CO 80504|303-588-1345|Daniel MacKendrick
VAUGHN PAUL CUSTOM HOMES LLC|LIC-0001781|09|General Contractor|Class|C|07/21/2015|PO BOX 4132 BOULDER, CO 80306|303-442-6210|Vaughn Paul
VELOCITY ENTERPRISES|LIC-0009203|09|General Contractor|Class|C|01/13/2016|4195 APACHE RD BOULDER, CO 80303|303-506-1844|Jeremy Siebert
VINTAGE BUILDERS|LIC-0008116|09|General Contractor|Class|C|07/08/2015|561 COUNTRY LN BOULDER, CO 80303|303-543-1030|Charles Messett
WES LEAP CONSTRUCTION SERVICES|LIC-0010792|09|General Contractor|Class|C|01/20/2016|2285 GRAPE AVE BOULDER, CO 80304|816-304-1105|Wesley Leap
WILCO BOS, LLC|LIC-0010291|09|General Contractor|Class|C|07/03/2015|3100 BLUE SKY CIR #14-208 ERIE, CO 80516|303-524-0015|Wilhelmus Bos
WILLDEN CONSTRUCTORS, LLC|LIC-0010205|09|General Contractor|Class|C|01/07/2016|5541 E 123RD AVE THORNTON, CO 80241|720-324-6656|Chris Willden|20|General Contractor|Class|E|Fences|03/26/2014
WIMMER ROOFING & EXTERIORS|LIC-0008366|09|General Contractor|Class|C|01/30/2016|5001 S PARKER RD #207 AURORA, CO 80015|720-339-7247|Seth Ludwig
WOLF BUILDING & DESIGN INC|LIC-0001592|09|General Contractor|Class|C|07/22/2015|7933 GRASMERE DR BOULDER, CO 80301|303-530-2881|303-530-2818|Jay Wolf
ZERO ENERGY|LIC-0003779|09|General Contractor|Class|C|09/19/2015|7421 SINGING HILLS CT BOULDER, CO 80301|303-447-2530|Davide Picard
ALL DEMOLITION EXCAVATION|LIC-0009487|10|General Contractor|Class|D-1|Demolition|&|Moving|08/15/2015|6300 W 49TH DR WHEAT RIDGE, CO 80033|303-467-3366|David Stefanich
ALPINE DEMOLITION INC|LIC-0007122|10|General Contractor|Class|D-1|Demolition|&|Moving|11/16/2015|5790 W 56TH AVE UNIT C ARVADA, CO 80002|303-421-3366|Jim Gochis
AMERICAN DEMOLITION , INC|LIC-0009224|10|General Contractor|Class|D-1|Demolition|&|Moving|11/08/2015|PO BOX 1025 WESTMINSTER, CO 80036|303-920-3366|Jocob Olivas
ARS DEMOLITION SERVICE LLC|LIC-0010284|10|General Contractor|Class|D-1|Demolition|&|Moving|06/17/2015|1118 2ND AVE #B LONGMONT, CO 80501|303-827-3281|Glenn Demarest
BELAIR EXCAVATING|LIC-0990133|10|General Contractor|Class|D-1|Demolition|&|Moving|07/14/2015|7630 DAHLIA ST COMMERCE CITY, CO 80022|303-394-1300|Tim Burkhart|28|Right-of-Way|09/13/2015
BLACK BEAR CONSTRUCTION|LIC-0010619|10|General Contractor|Class|D-1|Demolition|&|Moving|05/22/2015|SERVICES|303-432-3515|303-332-5108|Tom Nowotny
BLACKEAGLE ENERGY SERVICES|LIC-0009948|10|General Contractor|Class|D-1|Demolition|&|Moving|07/18/2015|230 COMMERCE DR BERTHOUD, CO 80513|970-532-0600|Roger Bailey|28|Right-of-Way|07/18/2015
CAP EXCAVATING, INC|LIC-0007196|10|General Contractor|Class|D-1|Demolition|&|Moving|03/11/2016|3762 IMPERIAL ST UNIT C FREDERICK, CO 80516|303-772-2279|Kevin Braly|28|Right-of-Way|07/25/2015
CENTER FOR RESOURCE|LIC-0006174|10|General Contractor|Class|D-1|Demolition|&|Moving|08/04/2015|CONSERVATION|303-441-3278|Shaun La Barre
COLORADO DEMOLITION INC|LIC-0003269|10|General Contractor|Class|D-1|Demolition|& Moving|07/26/2015|1606 3RD AVE LONGMONT, CO 80501|303-588-8624|303-678-9924|Pat Carthy
CONCRETE WORKS OF COLORADO|LIC-0960210|10|General Contractor|Class|D-1|Demolition|&|Moving|01/28/2016|1260 ROCK CREEK CIR LAFAYETTE, CO 80026|303-665-2933|LIC-0010054|303-991-1280|Frank Denino|28|Right-of-Way|02/24/2016|10|General Contractor|Class|D-1|Demolition|&|Moving|02/18/2016
EBA INC|LIC-0960890|10|General Contractor|Class|D-1|Demolition|&|Moving|09/27/2015|507 CHISHOLM WAY BERTHOUD, CO 80513|303-776-3229|Marty Allshouse|28|Right-of-Way|12/13/2015
ELLIOTT PARTS & SERVICES INC|LIC-0009009|10|General Contractor|Class|D-1|Demolition|&|Moving|10/24/2015|4791 JAY RD BOULDER, CO 80301|Dave Elliott
E-Z EXCAVATING, INC|LIC-0960444|10|General Contractor|Class|D-1|Demolition|&|Moving|05/13/2015|PO BOX 1439 LONGMONT, CO 80502-1439|303-772-8121|Myrl Davies|28|Right-of-Way|10/01/2015
FIORE & SONS, INC|LIC-0960442|07|General Contractor|Class|A|08/23/2015|730 W 62ND AVE DENVER, CO 80216|303-429-8893|Larry Fiore Jr|10|General Contractor|Class|D-1|Demolition|& Moving|02/26/2016|28|Right-of-Way|03/11/2016
HAUL AWAY RECYCLING, INC|LIC-0006024|10|General Contractor|Class|D-1|Demolition|& Moving|12/05/2015|PO BOX 19091 BOULDER, CO 80308|303-931-7398|Russell Callas
JKS INDUSTRIES LLC|LIC-0010701|10|General Contractor|Class|D-1|Demolition|& Moving|09/18/2015|747 SHERIDAN BLVD UNIT 9A LAKEWOOD,|303-238-0207|Dave Nuemyer|CO 80214
KELLEY TRUCKING INC|LIC-0010821|10|General Contractor|Class|D-1|Demolition|& Moving|02/24/2016|6201 MCINTYRE ST GOLDEN, CO 80403|303-279-4150|John Kelley|14|General Contractor|Class|D-4|Land, Irrig,|Sitework|02/24/2016|28|Right-of-Way|02/24/2016
MENDOZA DEMOLITION SERVICES|LIC-0007937|10|General Contractor|Class|D-1|Demolition|& Moving|06/04/2015|701 W 64TH AVE DENVER, CO 80221|303.427.1201|303-910-5172|Phillip Mendoza
MOBILE MAINTENANCE & CONST INC|LIC-0003290|10|General Contractor|Class|D-1|Demolition|& Moving|10/31/2015|PO BOX 2427 LONGMONT, CO 80502|303-684-9970|Roger Lester|18|General Contractor|Class|D-8|Requires a|Permit|03/20/2014|28|Right-of-Way|02/27/2013
NORTHSTAR DEMOLITION &|LIC-0008182|10|General Contractor|Class|D-1|Demolition|& Moving|02/17/2016|REMEDIATION|303-727-9205|Gilman Jones
PEAK ENVIRONMENTAL|LIC-0009513|10|General Contractor|Class|D-1|Demolition|&|Moving|10/09/2015|465 SANTA FE DR DENVER, CO 80204|303-534-5443|Tim Wieser
REGION 8 ENVIRO LLC|LIC-0010574|10|General Contractor|Class|D-1|Demolition|&|Moving|04/07/2015|4810 NEWPORT ST COMMERCE CITY, CO 80022|303-424-4887|Joseph Doyle
RYBERG CONSTRUCTION CO INC|LIC-0008655|10|General Contractor|Class|D-1|Demolition|&|Moving|12/08/2015|17843 WCR 6 BRIGHTON, CO 80603|303-659-5943|Charles Ryberg
TOTAL SERVICES LLC|LIC-0010444|10|General Contractor|Class|D-1|Demolition|&|Moving|12/03/2015|10321 CR 23 FT LUPTON, CO 80621|303-775-0085|Michael & Candi Rethke|28|Right-of-Way|12/03/2015
WILLIAM D HILLEN CORPORATION|LIC-0003249|10|General Contractor|Class|D-1|Demolition|&|Moving|08/13/2015|7600 DAHLIA ST COMMERCE CITY, CO 80022|303-287-2664|William Hillen
1 DERFUL ROOFING & RESTORATION|LIC-0008559|12|General Contractor|Class|D-2|Roofing|11/30/2015|2973 S NOVA RD PINE, CO 80470|303-984-7663|Ronald Antener|28|Right-of-Way|11/15/2015
1ST AMERICAN ROOFING CO|LIC-0009256|12|General Contractor|Class|D-2|Roofing|05/12/2015|4277 N 109TH ST LAFAYETTE, CO 80026|720-203-2900|Don Dimig
1ST AVENUE CONSTRUCTION|LIC-0010654|12|General Contractor|Class|D-2|Roofing|07/09/2015|5231 S SANTA FE DR STE 200 LITTLETON, CO 80120|303-979-7663|Ahmad Aryan
1ST COLORADO ROOFING, LLC|LIC-0010696|12|General Contractor|Class|D-2|Roofing|09/11/2015|5815 W 6TH AVE STE 2A LAKEWOOD, CO 80214|303-948-5556|Robert Green
1ST PRIORITY ROOFING|LIC-0009782|12|General Contractor|Class|D-2|Roofing|09/18/2015|7208 S TUSCSON WAY #195 CENTENNIAL, CO 80112|303-910-5371|Josh Murdock
1ST RESPONSE ROOFING|LIC-0008705|12|General Contractor|Class|D-2|Roofing|08/19/2015|3490 FORDHAM CT BOULDER, CO 80305|303-824-2589|Marc Mosello
3R ROOFING, LLC|LIC-0002979|12|General Contractor|Class|D-2|Roofing|11/04/2015|PO BOX 18631 BOULDER, CO 80308-8631|303-444-5640|David Coddington
970 SERVICES DBA 970 ROOFING|LIC-0010829|12|General Contractor|Class|D-2|Roofing|03/04/2016|PO BOX 271661 FORT COLLINS, CO 80527|970-888-0970|Adam Trainor
A & H ROOFING, LLC|LIC-0006851|12|General Contractor|Class|D-2|Roofing|05/06/2015|12988 CR 4 BRIGHTON, CO 80603|303-659-8088|Mike Aberle
A & S CONTRACTORS INC|LIC-0010232|12|General Contractor|Class|D-2 Roofing|04/24/2015|23525 E 157TH AVE BRIGHTON, CO 80603|720-499-4622|Socorro Armendariz
A BOULDER FALLS LANDSCAPE LLC|LIC-0010099|12|General Contractor|Class|D-2 Roofing|07/31/2015|4990 OSAGE DR APT D-3 BOULDER, CO 80303|20|Epifania Corrales|14|General Contractor|Class|D-4 Land, Irrig,|Sitework|07/31/2015|General Contractor|Class|E Fences|07/31/2015
A&E ROOFING SERVICES|LIC-0010623|12|General Contractor|Class|D-2 Roofing|05/28/2015|6441 E DICKENSON PL DENVER, CO 80222|303-294-9925|Alejandro Hernandez
ABOVE ALL CONSULTANTS, LLC|LIC-0004120|12|General Contractor|Class|D-2 Roofing|07/20/2015|PO BOX 351132 WESTMINSTER, CO 80035-1132|303-944-3047|Daryl Wright
ABSOLUTE CONSTRUCTION INC|LIC-0010638|12|General Contractor|Class|D-2 Roofing|06/16/2015|6504 S GARLAND WAY LITTLETON, CO 80123|720-366-9152|Don White
ACADEMY ROOFING, INC|LIC-0001264|12|General Contractor|Class|D-2 Roofing|02/24/2016|1610 JASPER ST AURORA, CO 80011|303-360-0708|Curtis Boyd
ACC ROOFING INC|LIC-0007379|12|General Contractor|Class|D-2 Roofing|03/22/2016|1713 E LINCOLN AVE UNIT B-3 FT COLLINS, CO 80524|970-493-2801|Jonah Lovendahl
ACCLAIMED ROOFING OF COLORADO|LIC-0010255|12|General Contractor|Class|D-2 Roofing|05/15/2015|PO BOX 102108 DENVER, CO 80250|303-997-8012|Aaron Anders
ADVANCED EXTERIORS, INC|LIC-0009229|12|General Contractor|Class|D-2 Roofing|07/26/2015|2200 S VALLEY HWY DENVER, CO 80222|303-756-7663|Ty Correy
ADVANCED ROOFING TECHNOLOGIES|LIC-0008188|12|General Contractor|Class|D-2 Roofing|01/20/2016|4496 BENTS DR UNIT C WINDSOR, CO 80550|970-663-0203|Brad Evans
AFFORDABLE ROOFING INC|LIC-0009103|12|General Contractor|Class|D-2 Roofing|05/09/2015|217 W TRILBY RD FORT COLLINS, CO 80525|970-207-0000|Troy Jennings
AFFORDABLE ROOFING LLC|LIC-0009833|12|General Contractor|Class|D-2|Roofing|04/17/2015|9171 E OXFORD DR DENVER, CO 80237|720-288-9836|Mark Keleske
AJ SHIRK ROOFING LLC|LIC-0008507|12|General Contractor|Class|D-2|Roofing|11/10/2015|330 N LINCOLN AVE STE 110 LOVELAND, CO 80537|970-669-6999|Anthony Ostblom
ALL ANGLES COVERED, LLC|LIC-0010350|12|General Contractor|Class|D-2|Roofing|09/11/2015|3001 S MONROE ST DENVER, CO 80210|303-419-8784|Ryan Benine
ALL AROUND ROOFING & EXTERIORS|LIC-0009832|12|General Contractor|Class|D-2|Roofing|04/05/2015|5665 GRAY ST UNIT A DENVER, CO 80002|303-421-7663|Stephen Simpkin
ALL IN ONE CONTRACTORS, INC|LIC-0008582|12|General Contractor|Class|D-2|Roofing|01/16/2016|14 INVERNESS DR E STE A216 ENGLEWOOD, CO|303-663-5615|Joel Speckman
ALLIANCE ROOFING, INC|LIC-0006868|12|General Contractor|Class|D-2|Roofing|07/14/2015|15657 E CENTRETECH CIR AURORA, CO 80011|720-859-1200|Mike Grear
ALPHA ROOFING LLC|LIC-0010271|12|General Contractor|Class|D-2|Roofing|08/22/2015|7899 S LINCOLN CT STE 206 LITTLETON, CO 80122|303-396-7287|Craig Macrae
ALPINE ROOFING CO INC|LIC-0002392|12|General Contractor|Class|D-2|Roofing|11/20/2015|4780 YORK ST DENVER, CO 80216|303-452-9290|303-295-7769|Robert Tichy
AMERICAN ROOF SYSTEMS LLC|LIC-0008696|12|General Contractor|Class|D-2|Roofing|10/08/2015|1360 NIAGARA ST DENVER, CO 80220|303-444-6277|Shawn Mehaffey
